# ----------------------------------------,,,,,,,,
# 20160801-20160802,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
经销商,访问日期,PV,UV,平均页面停留时间,进入次数,跳出百分比,退出百分比,价值
/point/pages/scan.html?dealerCode=10310,2016080214,9,3,0:00:45,2,0.00%,11.11%,US$0.00 
/point/point/pages/scan.html?dealerCode=20810,2016080115,7,3,0:00:44,3,0.00%,14.29%,US$0.00 
/point/point/pages/scan.html?dealerCode=20300,2016080108,3,2,0:00:43,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=51680,2016080216,11,3,0:00:43,0,0.00%,27.27%,US$0.00 
/point/point/pages/scan.html?dealerCode=10300,2016080112,9,5,0:00:43,4,25.00%,11.11%,US$0.00 
/point/pages/scan.html?dealerCode=10500,2016080214,4,1,0:00:43,1,0.00%,25.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=21510,2016080109,6,1,0:00:43,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=31910,2016080214,8,5,0:00:42,4,0.00%,12.50%,US$0.00 
/point/point/pages/scan.html?dealerCode=51330,2016080116,4,2,0:00:42,2,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=50350,2016080214,76,31,0:00:42,21,4.76%,14.47%,US$0.00 
/point/point/pages/scan.html?dealerCode=50460,2016080111,160,75,0:00:42,50,4.00%,15.62%,US$0.00 
/point/point/pages/scan.html?dealerCode=10320,2016080110,4,3,0:00:42,2,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=31620,2016080113,2,0,0:00:41,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=51670,2016080118,8,6,0:00:40,5,0.00%,25.00%,US$0.00 
/point/pages/scan.html?dealerCode=11030,2016080212,31,13,0:00:40,13,0.00%,12.90%,US$0.00 
/point/point/pages/scan.html?dealerCode=31790,2016080113,2,1,0:00:40,1,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=10020,2016080114,6,2,0:00:39,1,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=10300,2016080113,1,0,0:00:39,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=11060,2016080105,2,1,0:00:39,0,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=80680,2016080118,1,1,0:00:39,1,0.00%,0.00%,US$0.00 
/point/pages/scan.html?dealerCode=10970,2016080216,4,2,0:00:39,1,0.00%,0.00%,US$0.00 
/point/point/pages/scan.html?dealerCode=10920,2016080110,13,5,0:00:39,4,0.00%,7.69%,US$0.00 
/point/point/pages/scan.html?dealerCode=10710,2016080112,1,1,0:00:38,1,0.00%,0.00%,US$0.00 
